Timestamp,Date,Time,Choose Goat Name,Milk Weight,Is this a test day?,Comments
6/8/2025 8:52:44,6/8/2025,8:45: AM,Katie,1.1,No,
6/8/2025 9:06:08,6/8/2025,9:00: AM,Cocoa,2.2,No,
,6/8/2025,8:10: PM,Missy,1.1,No,
,6/8/2025,8:45: PM,Katie,1.1,No,
,6/8/2025,9:00: PM,Cocoa,2.2,No,
6/9/2025 7:44:21,6/9/2025,7:44: AM,Missy,0.8,No,
6/9/2025 8:15:44,6/9/2025,8:10: AM,Katie,1.0,No,
6/9/2025 8:29:44,6/9/2025,8:25: AM,Cocoa,2.0,No,
,6/9/2025,7:44: PM,Missy,0.8,No,
,6/9/2025,8:10: PM,Katie,1.0,No,
,6/9/2025,8:25: PM,Cocoa,2.0,No,
6/10/2025 7:22:34,6/10/2025,7:20: AM,Missy,1.3,No,
6/10/2025 8:10:55,6/10/2025,7:55: AM,Cocoa,2.1,No,
6/10/2025 8:11:18,6/10/2025,8:10: AM,Katie,1.2,No,
,6/10/2025,7:20: PM,Missy,1.3,No,
,6/10/2025,7:55: PM,Cocoa,2.1,No,
,6/10/2025,8:10: PM,Katie,1.2,No,
6/11/2025 8:12:36,6/11/2025,8:10: AM,Missy,1.1,No,
6/11/2025 8:42:17,6/11/2025,8:35: AM,Cocoa,2.3,No,
6/11/2025 8:54:10,6/11/2025,8:50: AM,Katie,1.2,No,
,6/11/2025,8:10: PM,Missy,1.1,No,
,6/11/2025,8:35: PM,Cocoa,2.3,No,
,6/11/2025,8:50: PM,Katie,1.2,No,
6/12/2025 7:56:46,6/12/2025,7:55: AM,Missy,1.1,No,
6/12/2025 8:43:11,6/12/2025,8:35: AM,Katie,1.1,No,
6/12/2025 8:43:57,6/12/2025,8:30: AM,Cocoa,2.0,No,
,6/12/2025,7:55: PM,Missy,1.1,No,
,6/12/2025,8:35: PM,Katie,1.1,No,
,6/12/2025,8:30: PM,Cocoa,2.0,No,
6/13/2025 7:48:05,6/13/2025,7:42: AM,Missy,1.3,No,
,6/13/2025,6:42: PM,Missy,1.3,No,
6/13/2025 8:13:57,6/13/2025,8:10: AM,Cocoa,2.1,No,
6/13/2025 8:28:21,6/13/2025,8:20: AM,Katie,1.2,No,
,6/13/2025,8:10: PM,Cocoa,2.1,No,
,6/13/2025,8:20: PM,Katie,1.2,No,
6/14/2025 8:40:31,6/14/2025,8:20: AM,Cocoa,2.1,No,
6/14/2025 8:40:51,6/14/2025,8:30: AM,Katie,1.3,No,
6/14/2025 8:42:37,6/14/2025,8:40: AM,Missy,1.2,No,
,6/14/2025,8:20: PM,Cocoa,2.1,No,
,6/14/2025,8:30: PM,Katie,1.3,No,
,6/14/2025,8:40: PM,Missy,1.2,No,
6/15/2025 8:51:40,6/15/2025,8:45: AM,Missy,1.1,No,
6/15/2025 9:49:07,6/15/2025,9:15: AM,Cocoa,1.9,No,
6/15/2025 9:49:31,6/15/2025,9:40: AM,Katie,1.2,No,
,6/15/2025,8:45: PM,Missy,1.1,No,
,6/15/2025,9:15: PM,Cocoa,1.9,No,
,6/15/2025,9:40: PM,Katie,1.2,No,
6/16/2025 7:39:39,6/16/2025,7:30: AM,Missy,1.1,No,
6/16/2025 8:33:26,6/16/2025,8:24: AM,Cocoa,2.2,No,
6/16/2025 8:38:23,6/16/2025,8:33: AM,Katie,1.0,No,
,6/16/2025,7:30: PM,Missy,1.1,No,
,6/16/2025,8:24: PM,Cocoa,2.2,No,
,6/16/2025,8:33: PM,Katie,1.0,No,
6/17/2025 9:46:18,6/17/2025,8:35: AM,Katie,1.0,No,
6/17/2025 9:47:16,6/17/2025,8:45: AM,Cocoa,2.0,No,
,6/17/2025,7:15: PM,Cocoa,1.9,No,
6/17/2025 7:40:41,6/17/2025,7:38: AM,Missy,1.5,No,
,6/17/2025,7:30: PM,Missy,1.3,No,
6/18/2025 7:57:16,6/18/2025,7:45: AM,Missy,1.4,No,
6/18/2025 8:00:17,6/18/2025,8:10: AM,Cocoa,2.1,No,
,6/18/2025,7:00: PM,Cocoa,2.0,No,
6/18/2025 8:41:55,6/18/2025,8:35: AM,Katie,1.3,No,
6/19/2025 7:46:07,6/19/2025,7:40: AM,Missy,1.2,No,
6/19/2025 8:06:12,6/19/2025,8:00: AM,Katie,1.1,No,
6/19/2025 8:22:41,6/19/2025,8:15: AM,Cocoa,2.1,No,
,6/19/2025,7:00: PM,Cocoa,2.0,No,
6/20/2025 7:38:05,6/20/2025,7:33: AM,Missy,1.0,No,
6/20/2025 8:01:16,6/20/2025,7:55: AM,Cocoa,1.8,No,Heat
,6/20/2025,7:10: PM,Cocoa,2.3,No,
6/20/2025 8:13:27,6/20/2025,8:10: AM,Katie,1.0,No,
6/21/2025 7:42:11,6/21/2025,7:34: AM,Missy,1.0,No,Discarded
6/21/2025 8:10:53,6/21/2025,8:10: AM,Cocoa,2.0,No,Discarded.
,6/21/2025,7:00: PM,Cocoa,2.3,No,
6/21/2025 8:28:38,6/21/2025,8:25: AM,Katie,1.1,No,Discarded
6/22/2025 7:50:46,6/22/2025,7:50: AM,Missy,1.2,No,Hot Weather!
6/22/2025 8:18:13,6/22/2025,8:15: AM,Katie,1.0,No,
6/22/2025 8:50:34,6/22/2025,8:40: AM,Cocoa,2.4,No,
,6/22/2025,7:15: PM,Cocoa,2.0,No,
6/23/2025 7:38:40,6/23/2025,7:30: AM,Missy,1.2,No,Weather HOT
6/23/2025 8:26:20,6/23/2025,8:10: AM,Katie,1.2,No,
6/23/2025 8:49:34,6/23/2025,8:45: AM,Cocoa,2.5,No,
,6/23/2025,7:00: PM,Cocoa,2.0,No,
6/24/2025 7:48:16,6/24/2025,7:42: AM,Missy,1.3,No,Gave extra grain
6/24/2025 8:42:02,6/24/2025,8:30: AM,Cocoa,2.6,No,Increased grain. Still HOT!
,6/24/2025,7:00: PM,Cocoa,2.3,No,
6/24/2025 9:06:52,6/24/2025,9:00: AM,Katie,1.2,No,
6/25/2025 7:43:38,6/25/2025,7:36: AM,Missy,1.3,No,Still Damn HOT!
6/25/2025 8:16:44,6/25/2025,8:10: AM,Katie,1.1,No,
6/25/2025 8:36:25,6/25/2025,8:30: AM,Cocoa,2.2,No,
,6/25/2025,6:30: PM,Cocoa,2.2,No,
,6/25/2025,6:40: PM,Missy,1.2,No,
,6/25/2025,6:50: PM,Katie,1.2,No,
6/26/2025 7:36:22,6/26/2025,7:26: AM,Missy,1.3,No,CMT Normal
6/26/2025 7:54:25,6/26/2025,7:20: PM,Missy,1.3,No,
6/26/2025 8:08:23,6/26/2025,7:55: AM,Cocoa,2.4,No,
6/26/2025 8:09:14,6/26/2025,7:35: PM,Cocoa,2.3,No,
6/26/2025 8:15:33,6/26/2025,8:09: AM,Katie,1.3,No,
6/26/2025 8:16:07,6/26/2025,7:45: PM,Katie,1.2,No,
6/27/2025 7:24:29,6/27/2025,7:17: AM,Missy,1.3,No,
6/27/2025 7:25:23,6/27/2025,6:35: PM,Missy,1.4,No,A Little cooler
6/27/2025 8:05:38,6/27/2025,7:40: AM,Cocoa,2.7,No,
6/27/2025 8:06:15,6/27/2025,6:45: PM,Cocoa,2.4,No,
6/27/2025 8:12:14,6/27/2025,8:10: AM,Katie,1.3,No,
6/27/2025 8:12:50,6/27/2025,6:55: PM,Katie,1.3,No,
6/28/2025 7:28:00,6/28/2025,7:15: AM,Missy,1.2,No,
6/28/2025 7:28:30,6/28/2025,6:15: PM,Missy,1.2,No,
